Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves,NumMoves
Rated Blitz game,https://lichess.org/cIZxVAdv,2025.07.01,-,abypowers,porcopinco,0-1,2025.07.01,00:00:27,1689,1694,-18,+5,B06,Modern Defense,300+0,Time forfeit,1. e4 1... g6 2. Nf3 2... Bg7 3. Bc4 3... d6 4. d3 4... Nf6 5. Nc3 5... O-O 6. h4 6... c5 7. h5 7... Bg4 8. h6 8... Bh8 9. Nd5 9... e6 10. Nxf6+ 10... Bxf6 11. Bd2 11... a6 12. Qe2 12... b5 13. Bb3 13... a5 14. a3 14... a4 15. Ba2 15... Nc6 16. O-O-O 16... b4 17. Qf1 17... bxa3 18. bxa3 18... Qb6 19. Re1 19... Qb2+ 20. Kd1 20... Qxa2 21. Ke2 21... Nd4+ 22. Ke3 22... Nxc2+,22
Rated Blitz game,https://lichess.org/8bkDPqEr,2025.07.01,-,lisa_levi,jmaksauce7,1-0,2025.07.01,00:00:27,1375,1340,+5,-5,C40,King's Pawn Game: Busch-Gass Gambit,300+0,Normal,1. e4 1... e5 2. Nf3 2... Bc5 3. d4 3... exd4 4. Nxd4 4... Bxd4 5. Qxd4 5... Nc6 6. Qxg7 6... Qf6 7. Qxf6 7... Nxf6 8. Nc3 8... Nd4 9. Bd3 9... d6 10. O-O 10... Be6 11. Re1 11... Ng4 12. f3 12... Ne5 13. Re2 13... Rg8 14. Rd2 14... Nexf3+ 15. Kf1 15... Nxd2+ 16. Bxd2 16... O-O-O 17. Nd5 17... Bxd5 18. exd5 18... f5 19. c3 19... Ne6 20. dxe6 20... Rde8 21. Bxf5 21... Rgf8 22. g4 22... c5 23. e7+ 23... Rxf5+ 24. gxf5 24... Rxe7 25. Kg2 25... Rf7 26. Rf1 26... Kd7 27. Bg5 27... Kc6 28. b3 28... Kd5 29. b4 29... Kc4 30. Bd2 30... cxb4 31. cxb4 31... Kd3 32. Be1 32... Ke2 33. a4 33... Rg7+ 34. Bg3 34... h5 35. f6 35... Rg6 36. f7 36... h4 37. f8=Q 37... hxg3 38. hxg3 38... Rxg3+ 39. Kxg3 39... d5,39
Rated Blitz game,https://lichess.org/lV1T8Erf,2025.07.01,-,Daliso2183,zmarx1,1-0,2025.07.01,00:00:27,1714,1696,+6,-6,D02,Queen's Pawn Game: London System,300+0,Normal,1. d4 1... d5 2. Bf4 2... Nf6 3. Nf3 3... Nc6 4. c3 4... Bf5 5. e3 5... e6 6. Nbd2 6... Bd6 7. Ne5 7... Bxe5 8. dxe5 8... Nd7 9. Nf3 9... Be4 10. h4 10... Bxf3 11. Qxf3 11... Ndxe5 12. Bxe5 12... Nxe5 13. Qg3 13... Qf6 14. O-O-O 14... O-O-O 15. h5 15... h6 16. Be2 16... Nc6 17. f4 17... Rhg8 18. Bf3 18... Na5 19. Qf2 19... Nc4 20. Rd4 20... Qe7 21. Rhd1 21... Qc5 22. e4 22... Qb6 23. exd5 23... exd5 24. Bxd5 24... Nd6 25. Qf3 25... Rgf8 26. Rb4 26... Nb5 27. c4 27... Rxd5 28. Qxd5,27
Rated Blitz game,https://lichess.org/baIJdYTL,2025.07.01,-,asierraalta7,KenanNur,1-0,2025.07.01,00:00:27,1738,1747,+6,-6,D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",300+0,Time forfeit,1. d4 1... d5 2. c4 2... e6 3. Nf3 3... c5 4. Bg5 4... Be7 5. Bf4 5... cxd4 6. Nxd4 6... dxc4 7. Qa4+ 7... Bd7 8. Qxc4 8... Nf6 9. e3 9... O-O 10. Be2 10... Qa5+ 11. Nd2 11... e5 12. Nb3 12... Qd5 13. Qxd5 13... Nxd5 14. Bxe5 14... Bb4 15. O-O 15... f6 16. Bg3 16... Kh8 17. Rac1 17... Nc6 18. Rfd1 18... Be6 19. a3 19... Be7 20. Bb5 20... Ne5 21. Nd4 21... Bg8 22. Nf5 22... a6 23. Nxe7 23... Nxe7 24. Ba4 24... b5 25. Bb3 25... Bxb3 26. Nxb3 26... Rac8 27. Nd4 27... h6 28. h3 28... N7c6 29. Ne6 29... Rfe8 30. Nf4 30... a5 31. Nh5 31... b4 32. axb4 32... axb4 33. Kh2 33... Ra8 34. Rd6 34... Ra2 35. Bxe5 35... Nxe5 36. Rc7 36... Rxb2 37. Rxg7 37... Rxf2 38. Kg3 38... Rf5 39. Nxf6 39... Rxf6 40. Rxf6 40... Kxg7 41. Rb6 41... Nd3 42. Kf3 42... Rc8 43. Ke4 43... Nc5+ 44. Kd5 44... Nd3 45. Kd4 45... Ne1 46. Rxb4 46... Nxg2 47. Ke4 47... Re8+ 48. Kf3 48... Nxe3 49. Rb7+ 49... Kg6 50. Rb6+ 50... Kh7 51. Rb5 51... Nc4 52. Rc5 52... Nd6 53. Kg3 53... Nf7 54. Rc7 54... Kg6 55. Rc6+ 55... Re6 56. Rc1 56... Re3+ 57. Kf2 57... Re6 58. Kf3 58... Ne5+ 59. Kf4 59... Nf7 60. Rg1+,59
Rated Blitz game,https://lichess.org/gsFCpXZG,2025.07.01,-,bfhjb,RaogoWed,1-0,2025.07.01,00:00:27,1438,1405,+5,-5,B27,Sicilian Defense: Jalalabad Variation,300+0,Normal,1. e4 1... e5 2. Nf3 2... c5 3. Nxe5 3... d6 4. Nf3 4... Nf6 5. d3 5... Be6 6. Be2 6... c4 7. O-O 7... cxd3 8. cxd3 8... Be7 9. Nc3 9... O-O 10. h3 10... d5 11. exd5 11... Nxd5 12. Nxd5 12... Bxd5 13. Nh2 13... Bd6 14. Bf3 14... Bxh2+ 15. Kxh2 15... Qd6+ 16. Kg1 16... Be6 17. Be3 17... Nc6 18. a3 18... Ne5 19. Bxb7 19... Rab8 20. Be4 20... Rxb2 21. Bf4 21... Nf3+ 22. Bxf3 22... Qxf4 23. Qa4 23... Bxh3 24. Qxf4 24... Bxg2 25. Bxg2,24
Rated Blitz game,https://lichess.org/QXWHgJjQ,2025.07.01,-,JuanDa97,Ryofio,0-1,2025.07.01,00:00:27,1234,1182,-7,+7,C50,Italian Game: Giuoco Pianissimo,300+0,Time forfeit,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Bc5 4. d3 4... d6 5. Ng5 5... Nh6 6. Qf3 6... O-O 7. h3 7... Nd4 8. Qd1 8... Ne6 9. Nf3 9... Nd4 10. Nxd4 10... Bxd4 11. c3 11... Bb6 12. Qf3 12... Be6 13. Bxh6 13... Bxc4 14. Qg3 14... Qf6 15. dxc4 15... Qxh6 16. O-O 16... f5 17. exf5 17... Rxf5 18. c5 18... Bxc5 19. Nd2 19... Raf8 20. Ne4 20... Bb6 21. Kh1 21... d5 22. Nd2 22... Rxf2 23. Nb3 23... Rxf1+ 24. Rxf1 24... Rxf1+ 25. Kh2 25... Rf8 26. Qxe5 26... Qc6 27. Nd4 27... Bxd4 28. Qxd4 28... Qd6+ 29. Kg1 29... c5 30. Qa4 30... a6 31. Qc2 31... b6 32. b4 32... cxb4 33. cxb4 33... b5 34. a3 34... Qb6+ 35. Kh2 35... Rf2 36. Qc8+ 36... Rf8 37. Qc2 37... Qd6+ 38. Kg1 38... Qf6 39. Qc1 39... Qd4+ 40. Kh2 40... Qf4+ 41. Kg1 41... Qxc1+,41
Rated Blitz game,https://lichess.org/dVb24J1c,2025.07.01,-,madman1988,vampirrrre,1-0,2025.07.01,00:00:27,1641,1632,+5,-6,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,1. e4 1... c5 2. Bc4 2... Nc6 3. Nf3 3... e6 4. O-O 4... d5 5. exd5 5... exd5 6. Be2 6... Bd6 7. c3 7... Nf6 8. d4 8... O-O 9. dxc5 9... Bxc5 10. Nd4 10... Qc7 11. Bg5 11... Ne4 12. Bh4 12... Bd6 13. Bg3 13... Nxg3 14. fxg3 14... Nxd4 15. cxd4 15... Qb6 16. b3 16... Re8 17. Bf3 17... Be6 18. Nc3 18... Bb4 19. Nxd5 19... Bxd5 20. Bxd5 20... Qg6 21. Bxf7+ 21... Qxf7 22. Rxf7 22... Kxf7 23. Qh5+ 23... Kg8 24. Rf1 24... Bc3 25. Kh1 25... Kh8 26. d5 26... Re1 27. Rxe1 27... Bxe1 28. Qe2 28... Ba5 29. h3 29... Bc7 30. Kh2 30... h5 31. h4 31... g6 32. Qb2+ 32... Kh7 33. Qf6 33... Rg8 34. d6 34... Bb6 35. d7 35... Kh6 36. a4 36... Bd8 37. Qf4+ 37... Kh7 38. Qf7+ 38... Kh6 39. Qxg8,38
Rated Blitz game,https://lichess.org/xV380s3D,2025.07.01,-,raoul_duke69,wendelnixon,0-1,2025.07.01,00:00:27,1256,1285,-5,+5,C65,Ruy Lopez: Berlin Defense,300+0,Time forfeit,1. e4 1... e5 2. Nf3 2... Nc6 3. Bb5 3... Nf6 4. Bxc6 4... dxc6 5. d3 5... Bd6 6. c4 6... c5 7. Nc3 7... Bg4 8. h3 8... Bxf3 9. Qxf3 9... O-O 10. Ne2 10... a6 11. Ng3 11... g6 12. O-O 12... Qd7 13. Bh6 13... Rfe8 14. h4 14... Qe6 15. h5 15... Ng4 16. Bd2 16... Kg7 17. h6+ 17... Nxh6 18. Bxh6+ 18... Kxh6 19. Qe3+ 19... Kg7 20. f3 20... Rf8 21. Kf2 21... b6 22. Rh1 22... Rh8 23. Qh6+ 23... Kg8 24. Qg5 24... Be7 25. Qe3 25... h5 26. Rh2 26... Bf6 27. Rah1 27... Qe7 28. Ke2 28... Bg5 29. Qf2 29... Bf4 30. Rh3 30... Bxg3 31. Qxg3 31... Kf8 32. f4 32... exf4 33. Qxf4 33... Re8 34. Rf1 34... Rh7 35. g4 35... Qe5 36. Qxe5 36... Rxe5 37. Rf6 37... Kg7 38. Rc6 38... Re6 39. Rxc7 39... hxg4 40. Rg3 40... Rh2+ 41. Ke3 41... Rxb2 42. Rxg4 42... Rxa2 43. Rf4 43... Rf6 44. e5 44... Rxf4 45. Kxf4 45... Rf2+ 46. Ke3 46... Rf5 47. e6 47... Re5+ 48. Kf4 48... Rxe6,48
Rated Blitz game,https://lichess.org/ALUtrFuh,2025.07.01,-,alejandro123halekine,senang123,1-0,2025.07.01,00:00:27,1774,1826,+11,-6,B13,Caro-Kann Defense: Panov Attack,300+0,Time forfeit,1. e4 1... c6 2. d4 2... d5 3. exd5 3... cxd5 4. c4 4... Bf5 5. Nc3 5... dxc4 6. Bxc4 6... e6 7. g4 7... Bg6 8. h4 8... h5 9. Be3 9... Nf6 10. Bg5 10... hxg4 11. Bb5+ 11... Nc6 12. Bxc6+ 12... bxc6 13. Qa4 13... Qb6 14. O-O-O 14... Nd5 15. Nxd5 15... exd5 16. Ne2 16... Rb8 17. Rd2 17... Bb4 18. Rhd1 18... O-O 19. Nf4 19... Be4 20. h5 20... Bxd2+ 21. Rxd2 21... Rfc8 22. Be7 22... a6 23. Bc5 23... Qb5 24. Qxb5 24... cxb5 25. Ne2 25... Rb7 26. Nc3 26... f5 27. a3 27... a5 28. Ne2 28... b4 29. axb4 29... axb4 30. b3 30... Rb5 31. Kb2 31... Ra8 32. Nc1 32... Kh7 33. Nd3 33... Rba5 34. Nxb4 34... Ra1 35. Kc3 35... Rc1+ 36. Nc2 36... Ra2 37. Kb4 37... Rcxc2 38. Rxc2 38... Rxc2 39. Bd6,38
Rated Blitz game,https://lichess.org/Hu0GEyWl,2025.07.01,-,Mentalese,elmaestttro,0-1,2025.07.01,00:00:27,2283,2271,-6,+6,A06,Zukertort Opening,180+0,Normal,1. Nf3 1... d5 2. e3 2... Nc6 3. c4 3... Nf6 4. d4 4... Bg4 5. Nc3 5... e6 6. Qb3 6... Qd7 7. cxd5 7... Nxd5 8. Nxd5 8... exd5 9. Qxb7 9... Rb8 10. Qa6 10... Bxf3 11. gxf3 11... Bb4+ 12. Kd1 12... O-O 13. Bb5 13... Rb6 14. Qa4 14... Be7 15. Bd2 15... Rfb8 16. Bxc6 16... Rxc6 17. b3 17... Qe6 18. Ke2 18... Ra6 19. Ba5 19... Bb4 20. a3 20... Bxa5 21. b4 21... Bxb4 22. Qb3 22... Rab6 23. axb4 23... Rxb4 24. Qc3 24... Rb2+ 25. Ke1 25... Qb6 26. Rc1 26... Qb5 27. Rc2 27... Rb1+ 28. Rc1 28... Rxc1+ 29. Qxc1 29... Qd3 30. Qd1 30... Rb1 31. Qxb1 31... Qxb1+ 32. Kd2 32... Qxh1,32
Rated Bullet game,https://lichess.org/TrhRZc7R,2025.07.01,-,Tumuyuki,ArianXD,1-0,2025.07.01,00:00:27,1083,1085,+6,-7,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",60+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. Ng5 4... d5 5. exd5 5... Nxd5 6. Qf3 6... Qxg5 7. Bxd5 7... f6 8. Bxc6+ 8... bxc6 9. Qxc6+ 9... Bd7 10. Qxa8+ 10... Kf7 11. O-O 11... Bc5 12. Qd5+ 12... Be6 13. Qxc5 13... Kg6 14. d4 14... Kf5 15. Bxg5 15... fxg5 16. Qxc7 16... Rf8 17. Nc3 17... Bd5 18. Nxd5 18... Ke4 19. c4 19... Kxd4 20. Rad1+ 20... Ke4 21. Rfe1+ 21... Kf5 22. Qxg7 22... Rf6 23. Qxh7+ 23... Ke6 24. Nxf6 24... Kxf6 25. Rd6#,24
Rated Bullet game,https://lichess.org/38Bfj1Yp,2025.07.01,-,JohnDannyJ,andreaskano6,1-0,2025.07.01,00:00:27,1688,1711,+6,-8,C44,Scotch Game: Lolli Variation,60+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. d4 3... exd4 4. Nxd4 4... Nxd4 5. Qxd4 5... d6 6. Bc4 6... Qf6 7. Qd3 7... Be7 8. Nc3 8... Be6 9. O-O 9... Bxc4 10. Qxc4 10... O-O-O 11. Be3 11... b6 12. Qa6+ 12... Kb8 13. Nb5 13... Qxb2 14. Qxa7+ 14... Kc8 15. Qxc7#,14
Rated Bullet game,https://lichess.org/ZYSIqNrC,2025.07.01,-,Arno-Dorian-Gray,fulvioswww,0-1,2025.07.01,00:00:27,1672,1634,-6,+6,A00,Van't Kruijs Opening,60+0,Normal,1. e3 1... c5 2. Bc4 2... d5 3. Qf3 3... dxc4 4. Qf5 4... Bxf5 5. Nc3 5... Bxc2 6. Nf3 6... Nc6 7. O-O 7... Bd3 8. Re1 8... e5 9. a4 9... e4 10. Ng5 10... Qxg5 11. f4 11... exf3 12. e4 12... Qxg2#,12
Rated Bullet game,https://lichess.org/FQB4rZ9b,2025.07.01,-,Mychessclass,ReinaldoR,1-0,2025.07.01,00:00:27,2664,2615,+5,-5,C31,"King's Gambit Declined: Falkbeer Countergambit, Staunton Line",60+0,Normal,1. e4 1... e5 2. f4 2... d5 3. exd5 3... e4 4. Nc3 4... Nf6 5. d3 5... Bb4 6. dxe4 6... Nxe4 7. Qd4 7... Bxc3+ 8. bxc3 8... O-O 9. Bd3 9... Nf6 10. Ne2 10... Qxd5 11. O-O 11... Nc6 12. Qf2 12... Bf5 13. Rd1 13... Rad8 14. Ba3 14... Rfe8 15. Ng3 15... Bxd3 16. Rxd3 16... Qa5 17. Bb2 17... Qb5 18. Rb1 18... Rxd3 19. c4 19... Qxc4 20. cxd3 20... Qxd3 21. Rf1 21... h5 22. h3 22... Ne4 23. Nxe4 23... Qxe4 24. Qg3 24... Nd4 25. Kh2 25... c5 26. Rc1 26... b6 27. Rd1 27... Ne2 28. Qxg7#,27
Rated Bullet game,https://lichess.org/Mj8DDEok,2025.07.01,-,kn1ghtr1der,necky0,1-0,2025.07.01,00:00:27,1729,1718,+5,-5,C22,Center Game: Normal Variation,60+0,Time forfeit,1. d4 1... e5 2. e4 2... exd4 3. Qxd4 3... Nc6 4. Qd1 4... d6 5. Nf3 5... Be6 6. Nc3 6... Nf6 7. Bd3 7... Be7 8. Bg5 8... O-O 9. O-O 9... h6 10. Bh4 10... Nh7 11. Bxe7 11... Qxe7 12. Re1 12... Ne5 13. Nxe5 13... dxe5 14. Nd5 14... Qd7 15. Bc4 15... Ng5 16. f3 16... c6 17. Ne3 17... Qxd1 18. Raxd1 18... Rad8 19. Bxe6 19... Nxe6 20. Nc4 20... Rd4 21. Nxe5 21... Rfd8 22. Rxd4 22... Rxd4 23. Re2 23... Kf8 24. Kf2 24... Ke7 25. g4 25... f6 26. Ng6+ 26... Kd6 27. Nh4 27... Nf4 28. Nf5+ 28... Ke5 29. Nxd4 29... Kxd4 30. c3+ 30... Kd3 31. Re3+ 31... Kd2 32. h4 32... b5 33. b4 33... c5 34. bxc5 34... a5 35. c6 35... Ne6 36. Re2+ 36... Kxc3 37. Re1,36
Rated Bullet game,https://lichess.org/S6ZkZP5V,2025.07.01,-,kangahmad,Danna_Revelo,0-1,2025.07.01,00:00:27,2380,2272,-8,+7,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",60+0,Time forfeit,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... Bc5 5. Nc3 5... d6 6. h3 6... Be6 7. Bb3 7... Qd7 8. Bd2 8... O-O 9. g4 9... h6 10. g5 10... hxg5 11. Bxg5 11... Nh7 12. Rg1 12... Kh8 13. Nh4 13... f6 14. Ng6+ 14... Kg8 15. Nxf8 15... Rxf8 16. Bh6 16... Rf7 17. Nd5 17... Nd4 18. Qh5 18... c6 19. Ne3 19... Bxb3 20. axb3 20... Nf8 21. Qg6 21... Nxg6 22. Rxg6 22... Nf3+ 23. Ke2 23... Nd4+ 24. Ke1 24... Nxc2+ 25. Nxc2 25... f5 26. Bd2 26... fxe4 27. dxe4 27... Bxf2+ 28. Ke2 28... Qxh3,28
Rated Bullet game,https://lichess.org/4O0SLHt7,2025.07.01,-,Ragnarson13,Caruamnik,0-1,2025.07.01,00:00:27,2010,1951,-7,+6,A05,Zukertort Opening,60+0,Time forfeit,1. Nf3 1... Nf6 2. g3 2... e6 3. Bg2 3... d5 4. e3 4... Bd6 5. d3 5... c6 6. d4 6... O-O 7. Nbd2 7... Nbd7 8. Nb3 8... b6 9. O-O 9... Bb7 10. c3 10... Rc8 11. Nbd2 11... Re8 12. c4 12... e5 13. cxd5 13... cxd5 14. dxe5 14... Nxe5 15. Nb3 15... Nxf3+ 16. Bxf3 16... Be5 17. Nd4 17... Bxd4 18. Qxd4 18... Qd6 19. b3 19... Rcd8 20. Bb2 20... Re7 21. Bg2 21... Ne8 22. Rac1 22... f6 23. Rc2 23... Red7 24. Qd2 24... Nc7 25. Rfc1 25... Ne6 26. Bh3 26... Re7 27. Bg2 27... Nc5 28. Bd4 28... Ne4 29. Qe1 29... f5 30. Rb1 30... Nf6 31. Rbc1 31... Red7 32. Rc3 32... Qe7 33. Qd2 33... Ba6 34. Qc2 34... Qf7 35. Bf1 35... Re7 36. Bxa6 36... h6 37. Bf1 37... Kh7 38. Bg2 38... Ne4 39. Bxe4 39... fxe4 40. Qe2 40... Rf8 41. Qf1 41... Qf3 42. Qg2 42... Qg4 43. R3c2 43... Rff7 44. h3 44... Qf5 45. Rc6 45... Qd7 46. R6c2 46... Qe6 47. Bxg7 47... Rxg7 48. Rc7 48... Qg6 49. Rxe7 49... Rxe7 50. Rd1 50... Qg7 51. Re1 51... Qf7 52. h4 52... Rd7 53. g4 53... Rd8 54. g5 54... Rf8 55. g6+ 55... Qxg6 56. h5 56... Qg7,56
Rated Bullet game,https://lichess.org/oDMCrnoj,2025.07.01,-,Jian_lie04,mh_1010,1-0,2025.07.01,00:00:27,1878,1880,+5,-36,D02,Queen's Pawn Game: London System,60+0,Normal,1. d4 1... d5 2. Nf3 2... Nf6 3. Bf4 3... c5 4. e3 4... Nc6 5. Bb5 5... e6 6. O-O 6... cxd4 7. Nxd4 7... Bd7 8. Nxc6 8... Bxc6 9. Bxc6+ 9... bxc6 10. c4 10... dxc4 11. Qa4 11... Qd7 12. Nc3 12... Bd6 13. Rad1 13... e5 14. Bxe5 14... O-O-O 15. Rxd6 15... Qb7 16. Rxc6+ 16... Kd7 17. Rc7+ 17... Ke6 18. Rxb7 18... Ne4 19. Qxc4+ 19... Kxe5 20. Qxe4+ 20... Kf6 21. Rxa7 21... Rhe8 22. Ra6+ 22... Re6 23. Qf4+ 23... Ke7 24. Qc7+ 24... Rd7 25. Qc5+ 25... Rdd6 26. Nd5+ 26... Kd7 27. Ra7+ 27... Ke8 28. Qc8+ 28... Rd8 29. Nc7+ 29... Ke7 30. Nxe6+ 30... Kf6 31. Qxd8+ 31... Kxe6 32. Re7+ 32... Kf6 33. Qd6+ 33... Kg5 34. Re5+ 34... Kg4 35. Qd4#,34
Rated Bullet game,https://lichess.org/uhGeVIX5,2025.07.01,-,melikeye,St3v3nMC198666,1-0,2025.07.01,00:00:27,1155,1145,+14,-6,C00,French Defense: Knight Variation,60+0,Normal,1. e4 1... e6 2. Nf3 2... f6 3. Nc3 3... d6 4. d4 4... c6 5. d5 5... cxd5 6. exd5 6... exd5 7. Nxd5 7... Qe7+ 8. Be3 8... Qe4 9. Bb5+ 9... Bd7 10. Bxd7+ 10... Nxd7 11. Nc7+ 11... Ke7 12. Nxa8 12... b6 13. Nc7 13... Qc6 14. Nd5+ 14... Qxd5 15. Qxd5 15... Kd8 16. O-O-O 16... Ne5 17. Nxe5 17... fxe5 18. Rhe1 18... Ne7 19. Bg5 19... Ke8 20. Bxe7 20... Bxe7 21. Qc6+ 21... Kf7 22. Qd5+ 22... Kf6 23. Qf3+ 23... Ke6 24. Qg4+ 24... Kf7 25. Qd7 25... Rd8 26. Qc7 26... g6 27. Rd2 27... h5 28. Red1 28... Ke6 29. Rxd6+ 29... Bxd6 30. Qxd8 30... Be7 31. Qd5+ 31... Kf6 32. Qg8 32... Bb4 33. Qc8,32
Rated Bullet game,https://lichess.org/bGL8Iq9f,2025.07.01,-,kodam64,jasaenzl,0-1,2025.07.01,00:00:27,1587,1586,-6,+5,A03,Bird Opening: Dutch Variation,60+0,Normal,1. f4 1... d5 2. Nf3 2... Bf5 3. e3 3... Nc6 4. Be2 4... e6 5. O-O 5... Bd6 6. h3 6... Nf6 7. a3 7... O-O 8. Ra2 8... Ne7 9. b3 9... Ng6 10. Bb2 10... e5 11. fxe5 11... Nxe5 12. Bxe5 12... Bxe5 13. Nxe5 13... Qd6 14. Rxf5 14... Ne4 15. d4 15... Ng3 16. Rg5 16... Nxe2+ 17. Qxe2 17... f6 18. Rg4 18... fxe5 19. Nc3 19... e4 20. Qf2 20... c6 21. Qh4 21... Rf6 22. Ra1 22... Rh6 23. Qg5 23... Rg6 24. Qh4 24... Rf8 25. Rxg6 25... Qxg6 26. Ne2 26... Qf6 27. Nf4 27... Qxh4 28. Ne6 28... Rf7 29. Nf4 29... Qg3 30. Rf1 30... Qxe3+ 31. Kh1 31... Rxf4,31
Rated Blitz tournament https://lichess.org/tournament/lZEP2umT,https://lichess.org/urzcGYGE,2025.07.01,-,keissybella,Luis_Borbon,1-0,2025.07.01,00:00:11,1707,1783,+7,-7,D22,Queen's Gambit Accepted: Alekhine Defense,180+2,Normal,1. d4 1... d5 2. c4 2... dxc4 3. Nf3 3... a6 4. e3 4... Bf5 5. Bxc4 5... e6 6. O-O 6... h6 7. Qb3 7... Nf6 8. Qxb7 8... Nbd7 9. Nc3 9... Be7 10. Qb3 10... O-O 11. Rd1 11... Rb8 12. Qa4 12... Nb6 13. Qc6 13... Nxc4 14. Qxc4 14... Rb4 15. Qe2 15... Qc8 16. a3 16... Rb8 17. b4 17... a5 18. b5 18... c5 19. Bb2 19... cxd4 20. exd4 20... Rd8 21. Ne5 21... Rd6 22. Nc6 22... Rb7 23. Nxe7+ 23... Rxe7 24. f3 24... Red7 25. Ne4 25... Nd5 26. Nxd6 26... Rxd6 27. Qe5 27... Rb6 28. Rac1 28... Qb7 29. a4 29... Bg6 30. h3 30... Qd7 31. Ba3 31... Qb7 32. Bc5 32... Nf6 33. Bxb6 33... Qxb6 34. Rc8+ 34... Kh7 35. Rdc1 35... Nd5 36. R8c6 36... Qb7 37. g3 37... Bd3 38. Rd1 38... Bg6 39. Kh2 39... Bc2 40. Ra1 40... Bd3 41. Rd1 41... Nb4 42. Rc7 42... Qxf3 43. Rg1 43... Bf1 44. Qe1 44... Bd3 45. b6 45... Nd5 46. Rc1 46... Nxb6 47. Rb1 47... Nxa4 48. Rd1 48... Bc4 49. Rg2 49... Bd5 50. Rg1 50... Qb3 51. Qd2 51... Nc3 52. Qd3+ 52... Kg8 53. Rc1 53... Qb2+ 54. Rc2 54... Qb4 55. Rxc3 55... a4 56. Rcc1 56... g6 57. Qc3 57... Qxc3 58. Rxc3 58... a3 59. Rxa3 59... Kg7 60. Ra5 60... h5 61. g4 61... hxg4 62. hxg4 62... Kf6 63. Kg3 63... Kg5 64. Rb1 64... f5 65. Rbb5 65... fxg4 66. Rxd5+ 66... exd5 67. Rxd5+ 67... Kf6 68. Kxg4 68... Ke6 69. Re5+ 69... Kd6 70. Kf4 70... Kd7 71. Kg5 71... Kd6 72. Kxg6 72... Kd7 73. Kf5 73... Kd6 74. Ke4 74... Kc6 75. Rc5+ 75... Kd6 76. Rc2 76... Ke6 77. d5+ 77... Kd6,77
Rated Blitz tournament https://lichess.org/tournament/lZEP2umT,https://lichess.org/TDD4HcnG,2025.07.01,-,Jeabs_BG,Lubecha,1-0,2025.07.01,00:00:11,1500,1500,+242,-242,A06,Zukertort Opening,180+2,Time forfeit,1. Nf3 1... d5 2. e3 2... e5 3. d4 3... h5 4. dxe5 4... g6 5. Bb5+ 5... c6 6. Ba4 6... Bd7 7. e4 7... h4 8. exd5 8... Na6 9. dxc6 9... bxc6 10. Bg5 10... c5 11. Bxd8 11... Kxd8 12. O-O 12... Nb4 13. Re1 13... Nh6 14. g3 14... Ng4 15. gxh4 15... a6 16. e6 16... Be7 17. exd7 17... Kc7 18. c3 18... Kb6 19. cxb4 19... cxb4 20. Nd4 20... Ne5 21. Rxe5 21... Rxh4 22. Nf3 22... Rd4 23. Nxd4,22
Rated Blitz tournament https://lichess.org/tournament/lZEP2umT,https://lichess.org/YEWKPVLZ,2025.07.01,-,nowheremen,Jeycat-08,0-1,2025.07.01,00:00:11,1500,1500,-242,+242,?,?,180+2,Abandoned,"",0
Rated Blitz tournament https://lichess.org/tournament/lZEP2umT,https://lichess.org/Lbzhy1yb,2025.07.01,-,Lydsa55_1,Gata11,1-0,2025.07.01,00:00:11,1500,1500,+242,-242,A10,English Opening,180+2,Time forfeit,1. c4 1... h5 2. Nc3 2... a5 3. Rb1 3... g5 4. Qc2 4... f5 5. c5 5... d5 6. g3 6... e5 7. Bh3 7... f4 8. gxf4 8... gxf4 9. b3 9... Bxh3 10. Ba3 10... a4 11. bxa4 11... d4 12. c6 12... bxc6 13. Be7 13... Qxe7 14. a5 14... Rxa5 15. Rxb8+ 15... Kd7 16. Nd5 16... cxd5 17. d3 17... Rxa2 18. Qxa2,17
