Event,Site,Date,Round,White,Black,Result,UTCDate,UTCTime,WhiteElo,BlackElo,WhiteRatingDiff,BlackRatingDiff,ECO,Opening,TimeControl,Termination,Moves,NumMoves
Rated Blitz game,https://lichess.org/w5BRFdmo,2025.07.01,-,Koykun,qusay9,0-1,2025.07.01,00:00:04,1170,1171,-7,+6,A05,Zukertort Opening: Nimzo-Larsen Variation,300+0,Normal,1. Nf3 1... Nf6 2. b3 2... d5 3. Bb2 3... Qd6 4. e3 4... Nc6 5. Be2 5... e5 6. d4 6... exd4 7. Bxd4 7... Nxd4 8. Qxd4 8... c5 9. Qa4+ 9... Bd7 10. Qa3 10... b6 11. O-O 11... O-O-O 12. c4 12... dxc4 13. Bxc4 13... Ng4 14. g3 14... Be6 15. Bxe6+ 15... Qxe6 16. Qxa7 16... g5 17. Qa8+ 17... Kd7 18. Qb7+ 18... Ke8 19. Nbd2 19... Bg7 20. Rad1 20... Bc3 21. Nc4 21... Rxd1 22. Rxd1 22... Nxe3 23. Rc1 23... Nxc4 24. bxc4 24... Kf8 25. Nxg5 25... Qxc4 26. Qb8+ 26... Kg7 27. Rd1 27... Rxb8 28. Nxf7 28... Qxf7 29. Rd7 29... Qxd7,29
Rated Blitz game,https://lichess.org/RMua51wx,2025.07.01,-,kaleidoqueen,Lupo2221,0-1,2025.07.01,00:00:04,1767,1869,-4,+5,B06,Modern Defense,300+0,Normal,1. e4 1... g6 2. d4 2... Bg7 3. e5 3... d6 4. f4 4... dxe5 5. fxe5 5... c5 6. c3 6... cxd4 7. cxd4 7... Nh6 8. Nf3 8... O-O 9. Be3 9... Bg4 10. Be2 10... Nf5 11. Bf2 11... Nc6 12. O-O 12... e6 13. h3 13... Bxf3 14. Bxf3 14... Rc8 15. Bxc6 15... Rxc6 16. Nc3 16... a6 17. g4 17... Ne7 18. Ne4 18... Nd5 19. Nc5 19... Qe7 20. Qd2 20... Rd8 21. Rad1 21... Ra8 22. a3 22... b6 23. Ne4 23... Rac8 24. Nd6 24... Rc2 25. Qd3 25... R8c7 26. Qxa6 26... Rxb2 27. Rc1 27... Rcc2 28. Rxc2 28... Rxc2 29. Be1 29... Bh6 30. Rxf7 30... Be3+ 31. Kh1 31... Qxf7 32. Nxf7 32... Kxf7 33. Qb7+ 33... Kg8 34. Qb8+ 34... Kg7 35. Qd6 35... Nf4 36. Qe7+ 36... Kh6 37. Qf8+ 37... Kg5 38. Qf6+ 38... Kh6 39. g5+ 39... Kh5 40. h4 40... Kg4 41. Bb4 41... Kh3 42. Qe7 42... Rh2#,42
Rated Blitz game,https://lichess.org/yCdpLufq,2025.07.01,-,MrMcduck,FDM-1984,0-1,2025.07.01,00:00:04,1418,1417,-6,+6,C50,Italian Game: Anti-Fried Liver Defense,300+0,Normal,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... h6 4. Nc3 4... Nf6 5. d3 5... Bb4 6. Bd2 6... Bxc3 7. Bxc3 7... O-O 8. Nxe5 8... Nxe5 9. Bxe5 9... d6 10. Bc3 10... d5 11. exd5 11... Nxd5 12. Bxd5 12... Qxd5 13. O-O 13... Qg5 14. Qf3 14... Bg4 15. Qg3 15... Be6 16. Qxg5 16... hxg5 17. Rfe1 17... g4 18. Bb4 18... Rfe8 19. a3 19... c6 20. Re3 20... a5 21. Bc3 21... b5 22. b4 22... a4 23. Rae1 23... Rac8 24. f3 24... gxf3 25. Rxf3 25... Bd5 26. Rg3 26... Rxe1+ 27. Kf2 27... Ree8 28. Rxg7+ 28... Kf8 29. Rh7 29... Ke7 30. Rh6 30... Kd7,30
Rated Blitz game,https://lichess.org/iw7Ykm7D,2025.07.01,-,hamodaesmail0,sandrowegher,1-0,2025.07.01,00:00:04,1702,1358,0,0,C41,Philidor Defense,300+0,Normal,1. e4 1... e5 2. Nf3 2... d6 3. d4 3... Bg4 4. dxe5 4... Bxf3 5. Qxf3 5... dxe5 6. Bc4 6... Nf6 7. Qb3 7... Qe7 8. Qxb7 8... Nfd7 9. O-O 9... Nb6 10. Bb5+ 10... Kd8 11. a4 11... c6 12. Bxc6 12... Nxc6 13. Qxc6 13... Qc7 14. Rd1+ 14... Kc8 15. Qe8+ 15... Kb7 16. Qb5 16... a6 17. Qb3 17... Rb8 18. Be3 18... Bc5 19. Bxc5 19... Qxc5 20. Qxf7+ 20... Ka8 21. Nc3 21... Rhf8 22. Qxg7 22... Qxf2+ 23. Kh1 23... Rf7 24. Qxe5 24... Rbf8 25. h3 25... Qxc2 26. a5 26... Rg8 27. Rg1 27... Rfg7 28. axb6 28... Qxg2+ 29. Rxg2 29... Rxg2 30. Rxa6+ 30... Kb7 31. Ra7+ 31... Kxb6 32. Qa5+ 32... Kc6 33. Ra6+ 33... Kd7 34. Qb5+ 34... Ke7 35. Qb7+ 35... Kf8 36. Ra8#,35
Rated Blitz game,https://lichess.org/a2ejhliZ,2025.07.01,-,hennansilvasz,lexus57,0-1,2025.07.01,00:00:04,1461,1475,-5,+6,D00,Queen's Pawn Game: Chigorin Variation,300+0,Time forfeit,1. d4 1... d5 2. Nc3 2... e6 3. a3 3... Nf6 4. Nf3 4... c5 5. dxc5 5... Bxc5 6. Bg5 6... Nc6 7. e3 7... h6 8. Bh4 8... g5 9. Bg3 9... Qe7 10. Bd3 10... Bd7 11. O-O 11... h5 12. Nxg5 12... h4 13. Bf4 13... Nh5 14. Nb5 14... Rc8 15. b4 15... Nxf4 16. exf4 16... Bd6 17. Rc1 17... Bxf4 18. Rb1 18... Bxg5 19. c4 19... a6 20. Nc3 20... Ne5 21. Be2 21... dxc4 22. Qd4 22... Bf6 23. Qe4 23... Bc6 24. Qf4 24... Nd3 25. Qd2 25... Bxc3 26. Qxc3 26... Rg8 27. f3 27... Nf4 28. Qe5 28... Nxe2+ 29. Qxe2 29... Qd6 30. Rfd1 30... Qe7 31. Rbc1 31... Qf6 32. Qf2 32... Bxf3 33. Rc3 33... Bxd1 34. Qxf6 34... h3 35. Qe5 35... Rxg2+ 36. Kh1 36... Re2 37. Qg3 37... Ba4 38. Qxh3 38... Bc6+ 39. Kg1 39... Re1+ 40. Kf2 40... Ra1 41. Qh8+ 41... Kd7 42. Qf6 42... Ra2+ 43. Ke3 43... Bd5 44. Qxf7+ 44... Kc6 45. h4 45... Rh8 46. h5 46... Rh2 47. Kd4 47... R8xh5 48. Qe8+ 48... Kd6 49. Qd8+ 49... Kc6 50. Qe8+ 50... Kd6 51. Qf8+ 51... Kc6 52. a4 52... R5h4+ 53. Ke5 53... Rh5+ 54. Kd4 54... R2h4+ 55. Ke3 55... Rh3+,55
Rated Blitz game,https://lichess.org/6PynPFOL,2025.07.01,-,JackMunadi,rrenann,0-1,2025.07.01,00:00:04,2180,2259,-4,+5,B12,Caro-Kann Defense: Advance Variation,300+0,Normal,1. e4 1... c6 2. d4 2... d5 3. e5 3... Bf5 4. Bd3 4... Bxd3 5. Qxd3 5... e6 6. Nf3 6... c5 7. O-O 7... Nc6 8. c3 8... Qb6 9. a3 9... h5 10. b4 10... c4 11. Qc2 11... Nh6 12. a4 12... Nf5 13. Re1 13... Be7 14. Nbd2 14... Qd8 15. Nf1 15... h4 16. h3 16... g5 17. Ne3 17... Nxe3 18. Bxe3 18... Kd7 19. Nh2 19... Qg8 20. Ng4 20... Rf8 21. a5 21... Kc8 22. b5 22... Nb8 23. Rf1 23... Nd7 24. f4 24... gxf4 25. Rxf4 25... f5 26. exf6 26... Nxf6 27. Nxf6 27... Bxf6 28. Raf1 28... Qg7 29. Qe2 29... Rhg8 30. Bd2 30... Bd8 31. Qxe6+ 31... Kb8 32. R1f2 32... Bc7 33. Rg4 33... Qh7 34. Rxg8 34... Rxg8 35. Bf4 35... Bxf4 36. Rxf4 36... Qg7 37. Qe5+ 37... Qxe5 38. dxe5 38... Re8 39. b6 39... axb6 40. axb6 40... Kc8 41. Rf5 41... Kd7 42. Rf7+ 42... Kc6 43. Rf6+ 43... Kc5 44. e6 44... Kxb6 45. Kf2 45... Kc5 46. Ke3 46... b5 47. Kf4 47... d4 48. cxd4+ 48... Kxd4 49. Kf5 49... c3 50. Rf7 50... b4 51. Rd7+ 51... Kc4 52. e7 52... b3 53. Ke6 53... b2 54. Rb7 54... c2 55. Rxb2 55... c1=Q,55
Rated Blitz game,https://lichess.org/qwtBzAmU,2025.07.01,-,millsmade,Stovebolt,1-0,2025.07.01,00:00:04,1372,1294,+4,-4,D08,Queen's Gambit Declined: Albin Countergambit,300+0,Normal,1. d4 1... d5 2. c4 2... e5 3. dxe5 3... dxc4 4. Qxd8+ 4... Kxd8 5. Nf3 5... Nc6 6. Nc3 6... Nb4 7. Nd4 7... c5 8. a3 8... cxd4 9. axb4 9... dxc3 10. bxc3 10... f6 11. exf6 11... Nxf6 12. e3 12... Ne4 13. Bxc4 13... Nxc3 14. O-O 14... Bxb4 15. Bb2 15... Ne4 16. Bd3 16... Nd2 17. Rfd1 17... Rf8 18. Bxg7 18... Rf7 19. Bh6 19... Rf6 20. Bg5 20... Nf3+ 21. gxf3 21... h6 22. Bxf6+ 22... Ke8 23. Bg6+ 23... Kf8 24. Rd8#,23
Rated Blitz game,https://lichess.org/WNv51nTe,2025.07.01,-,playerryy,Stom4s,1-0,2025.07.01,00:00:04,1313,1224,+4,-4,D00,Queen's Pawn Game,300+0,Normal,1. d4 1... d5 2. e3 2... a6 3. f3 3... c5 4. c3 4... Nc6 5. g4 5... Qc7 6. h4 6... e5 7. Nh3 7... Nf6 8. g5 8... Bxh3 9. Bxh3 9... Nh5 10. Bg4 10... g6 11. Rg1 11... Qe7 12. f4 12... exd4 13. cxd4 13... Nxd4 14. Bxh5 14... gxh5 15. Qxh5 15... Nf5 16. Qf3 16... d4 17. e4 17... Nxh4 18. Qg4 18... Qxe4+ 19. Kf2 19... Nf5 20. Re1 20... Qe3+ 21. Rxe3+ 21... dxe3+ 22. Bxe3 22... Nxe3 23. Kxe3 23... c4 24. Nc3 24... Bc5+ 25. Kf3 25... O-O 26. Rh1 26... Rae8 27. Nd5 27... Re6 28. Qh5 28... h6 29. Nf6+ 29... Rxf6 30. gxf6 30... Rd8 31. Qxh6 31... Rd3+ 32. Kg4,31
Rated Blitz game,https://lichess.org/Wlo79rUi,2025.07.01,-,Thamers1,chanoxs02,0-1,2025.07.01,00:00:04,1097,996,-7,+8,C40,King's Pawn Game: McConnell Defense,300+0,Normal,1. e4 1... e5 2. Nf3 2... Qf6 3. c3 3... Bc5 4. d3 4... h6 5. b4 5... Bb6 6. c4 6... c5 7. Qd2 7... cxb4 8. Qxb4 8... Nc6 9. Qb3 9... Nd4 10. Nxd4 10... Bxd4 11. Bb2 11... Qxf2+ 12. Kd1 12... Bxb2,12
Rated Bullet game,https://lichess.org/tPd8sBtv,2025.07.01,-,rayograph,oivavoy,1-0,2025.07.01,00:00:05,2176,2181,+6,-6,A00,Mieses Opening,60+0,Time forfeit,1. d3 1... e6 2. c4 2... d5 3. b3 3... c6 4. Bb2 4... f5 5. Nf3 5... Nf6 6. e3 6... Be7 7. Be2 7... Kf8 8. O-O 8... g6 9. Nbd2 9... Kg7 10. Re1 10... Rf8 11. Rc1 11... Kg8 12. Qc2 12... Bd7 13. d4 13... a6 14. Ne5 14... Be8 15. Ndf3 15... Nbd7 16. Bd3 16... Ne4 17. a3 17... Bf6 18. b4 18... Bf7 19. cxd5 19... exd5 20. a4 20... Qe7 21. b5 21... axb5 22. axb5 22... Bxe5 23. Nxe5 23... Nxe5 24. dxe5 24... Rac8 25. Qb3 25... c5 26. Qd1 26... b6 27. f3 27... Ng5 28. e4 28... fxe4 29. fxe4 29... dxe4 30. e6 30... Qxe6 31. Bxe4 31... Nxe4 32. Qc2 32... Rce8 33. Rcd1 33... g5 34. Rf1 34... Bg6 35. Ba1 35... Rxf1+ 36. Rxf1,35
Rated Bullet game,https://lichess.org/EBFsdzdV,2025.07.01,-,AndrejNovac,azdraid,0-1,2025.07.01,00:00:05,1266,1273,-5,+5,C55,"Italian Game: Two Knights Defense, Modern Bishop's Opening",60+0,Time forfeit,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... Nf6 4. d3 4... d5 5. exd5 5... Nxd5 6. d4 6... exd4 7. Nxd4 7... Qe7+ 8. Be3 8... Nxe3 9. fxe3 9... Qxe3+ 10. Be2 10... Nxd4 11. Qd3 11... Qxe2+ 12. Qxe2+ 12... Nxe2 13. Kxe2 13... Bf5 14. Rd1 14... Bxc2 15. Re1 15... O-O-O 16. Nc3 16... Re8+ 17. Kd2 17... Rxe1 18. Rxe1 18... Bf5 19. Nb5 19... Bc5 20. a3 20... a6 21. b4 21... Bd6 22. Na7+ 22... Kd7 23. a4 23... Re8 24. Rxe8 24... Kxe8 25. Nb5 25... Ke7 26. Nxd6 26... Kxd6 27. Ke3 27... c5 28. bxc5+ 28... Kxc5 29. Kf4 29... b5 30. Kxf5 30... bxa4 31. g4 31... a3 32. Ke5 32... a2 33. Ke4 33... a1=Q 34. Kd3 34... Qd1+ 35. Kc3 35... Qb1 36. Kd2 36... Kb5 37. Ke3 37... a5 38. Kd4 38... a4 39. Kd5 39... a3,39
Rated Bullet game,https://lichess.org/xKFUlpUn,2025.07.01,-,soyleyenda_777,Owgolm,1-0,2025.07.01,00:00:05,1153,2068,0,0,C24,Bishop's Opening: Vienna Hybrid,60+0,Normal,1. e4 1... e5 2. Bc4 2... Nf6 3. d3 3... Nc6 4. Nc3 4... d6 5. Nge2 5... Be6 6. Bb3 6... Bxb3 7. axb3 7... a6 8. O-O 8... Be7 9. f4 9... O-O 10. f5 10... Re8 11. Ng3 11... h6 12. Nh5 12... Nxh5 13. Qxh5 13... Bf6 14. Nd5 14... Nd4 15. c3 15... c6 16. Nxf6+ 16... Qxf6 17. cxd4 17... exd4 18. Rf3 18... c5 19. Rh3 19... b5 20. Qg4 20... d5 21. Rxh6 21... dxe4 22. Rxf6 22... e3 23. Rh6 23... Rad8 24. Rh3 24... Kf8 25. f6 25... g6 26. Rh8#,25
Rated Bullet game,https://lichess.org/UI10alt2,2025.07.01,-,nooner,budabro,1-0,2025.07.01,00:00:05,2184,2171,+5,-5,A43,Benoni Defense: Old Benoni,60+0,Time forfeit,1. d4 1... c5 2. d5 2... e6 3. Nf3 3... exd5 4. Qxd5 4... Nf6 5. Qd1 5... Nc6 6. c4 6... d6 7. Nc3 7... Be6 8. e3 8... Be7 9. Be2 9... O-O 10. O-O 10... Rc8 11. b3 11... a6 12. Bb2 12... Qc7 13. Rc1 13... Rfd8 14. Re1 14... Ne5 15. Nxe5 15... dxe5 16. Qc2 16... b6 17. Bf3 17... Rd7 18. Rcd1 18... Rcd8 19. Rxd7 19... Rxd7 20. Rd1 20... Qd8 21. Rxd7 21... Qxd7 22. Qd1 22... Qxd1+ 23. Nxd1 23... b5 24. cxb5 24... axb5 25. Nc3 25... b4 26. Ne4 26... Nxe4 27. Bxe4 27... f6 28. Kf1 28... h6 29. Ke2 29... Kf7 30. h4 30... f5 31. Bc6 31... Bd6 32. g3 32... g5 33. hxg5 33... hxg5 34. e4 34... f4 35. gxf4 35... gxf4 36. Kf3 36... Kg6 37. a3 37... bxa3 38. Bxa3 38... Bxb3 39. Bd7 39... Bd1+ 40. Kg2 40... Kg5 41. Bc1 41... Bg4 42. Bc6,41
Rated Bullet game,https://lichess.org/Ttg3Uu2h,2025.07.01,-,Munnyqt,Jaquemeitor,1-0,2025.07.01,00:00:05,1579,1629,+7,-6,C00,French Defense: Knight Variation,60+0,Time forfeit,1. e4 1... e6 2. Nf3 2... d5 3. e5 3... d4 4. d3 4... c5 5. c3 5... Nc6 6. Bg5 6... Qb6 7. Qc2 7... Nge7 8. Be2 8... Nf5 9. g4 9... Nh6 10. Bxh6 10... gxh6 11. g5 11... Be7 12. gxh6 12... Rg8 13. Nbd2 13... Bd7 14. Ne4 14... O-O-O 15. Nd6+ 15... Bxd6 16. exd6 16... e5 17. Nxe5 17... Nxe5 18. cxd4 18... Nc6 19. dxc5 19... Qa5+ 20. Kd1 20... Nd4 21. Qd2 21... Qxd2+ 22. Kxd2 22... Nxe2 23. Kxe2 23... Rde8+ 24. Kd2 24... Bc6 25. Rhg1 25... Rxg1 26. Rxg1 26... Re5 27. Rg7 27... Rxc5 28. Rg8+ 28... Kd7 29. Rg7 29... Kxd6 30. Rxf7 30... Bd5 31. Rf6+ 31... Be6 32. Rf4 32... Rb5 33. Rd4+ 33... Ke7 34. Re4 34... Rxb2+ 35. Kc3 35... Rxf2 36. Kd4 36... Rf6 37. Re5 37... b6 38. Ke4 38... a5 39. Rb5,38
Rated Bullet game,https://lichess.org/d7vDlxPz,2025.07.01,-,pengzh,hlj-WushUaNg,0-1,2025.07.01,00:00:05,2409,2471,-5,+4,E20,Nimzo-Indian Defense: Kmoch Variation,60+0,Normal,1. d4 1... Nf6 2. c4 2... e6 3. Nc3 3... Bb4 4. f3 4... d5 5. cxd5 5... exd5 6. Qb3 6... Bxc3+ 7. bxc3 7... O-O 8. Ba3 8... Re8 9. Nh3 9... Bf5 10. Nf2 10... b6 11. g3 11... Nbd7 12. Bg2 12... c5 13. dxc5 13... bxc5 14. O-O 14... Rb8 15. Qd1 15... Ne5 16. Bxc5 16... Qc7 17. Bd4 17... Nc4 18. e4 18... dxe4 19. fxe4 19... Bg6 20. Bxf6 20... gxf6 21. Qd4 21... Ne5 22. Rad1 22... Rbd8 23. Qe3 23... Nc4 24. Rxd8 24... Rxd8 25. Qf4 25... Qxf4 26. gxf4 26... Ne3 27. Re1 27... Nc4 28. f5 28... Bh5 29. h3 29... Rd2 30. Ng4 30... Bxg4 31. hxg4 31... Rxa2 32. Bf1 32... Ne5 33. Bg2 33... a5 34. Rd1 34... a4 35. Rd8+ 35... Kg7 36. Ra8 36... a3 37. Bf1 37... Nxg4 38. Bc4 38... Ra1+ 39. Bf1 39... Ne3 40. Kf2 40... Nxf1 41. c4 41... Nd2 42. c5 42... Nxe4+ 43. Ke3 43... Nxc5 44. Kd4 44... Nb3+ 45. Kd5 45... a2 46. Kc4 46... Rc1+ 47. Kxb3 47... a1=Q 48. Rxa1 48... Rxa1 49. Kc3 49... Rf1 50. Kd4 50... h5,50
Rated Bullet game,https://lichess.org/rLcSLNlW,2025.07.01,-,angelo_quezada99,amirrreeee,0-1,2025.07.01,00:00:08,1607,1619,-10,+6,C50,Italian Game: Paris Defense,60+0,Time forfeit,1. e4 1... e5 2. Nf3 2... Nc6 3. Bc4 3... d6 4. O-O 4... Be6 5. Bxe6 5... fxe6 6. d4 6... Nxd4 7. Nxd4 7... exd4 8. Qxd4 8... e5 9. Qb4 9... c5 10. Qxb7 10... Rc8 11. Qxa7 11... Nf6 12. Nc3 12... Nxe4 13. Nxe4 13... d5 14. Qa4+ 14... Kf7 15. Ng5+ 15... Kg6 16. Qg4 16... h5 17. Qe6+ 17... Qf6 18. Qxc8 18... Be7 19. Qh3 19... e4 20. c4 20... d4 21. Nxe4 21... Qc6 22. Qg3+ 22... Kh7 23. Ng5+ 23... Bxg5 24. Qxg5 24... Rf8 25. Qxh5+ 25... Kg8 26. Bg5 26... Rf5 27. Qg6 27... Qxg6 28. Bd8 28... Qe8 29. Ba5 29... Qa4 30. Bd2 30... Qxc4 31. Rfe1 31... Qf7 32. a4 32... Rxf2 33. Bg5 33... Rf5 34. a5 34... Rxg5 35. a6 35... Qg6 36. a7 36... Rxg2+ 37. Kf1 37... Qf5+ 38. Kxg2 38... Qf2+,38
Rated Bullet game,https://lichess.org/fq7sVo7U,2025.07.01,-,bobby_yousef1,zodster1,0-1,2025.07.01,00:00:08,1500,1444,-277,+3,B01,Scandinavian Defense,60+0,Time forfeit,1. e4 1... d5 2. Bb5+ 2... Bd7 3. Qg4 3... Bxb5 4. Qd7+ 4... Qxd7,4
Rated Bullet game,https://lichess.org/iLyV1VWn,2025.07.01,-,thehopeful,HarryPotterHermonie,1-0,2025.07.01,00:00:08,1652,1649,+6,-5,A00,Mieses Opening,60+0,Time forfeit,1. d3 1... c5 2. e4 2... e6 3. Nf3 3... Nf6 4. Be2 4... d5 5. e5 5... Nfd7 6. O-O 6... Nc6 7. d4 7... cxd4 8. Nxd4 8... Ncxe5 9. Nf3 9... Ng6 10. Nc3 10... Nf6 11. Bf4 11... Nxf4 12. Bb5+ 12... Bd7 13. Bxd7+ 13... Qxd7 14. Qd4 14... Ng6 15. Ne5 15... Qc7 16. Nxg6 16... hxg6 17. Nb5 17... Qd7 18. Qd3 18... a6 19. Nc3 19... b6 20. Ne2 20... Bc5 21. Qg3 21... Bd6 22. Qf3 22... Bxh2+ 23. Kh1 23... Bd6+ 24. Kg1 24... Bh2+ 25. Kh1 25... Be5+ 26. Kg1 26... Bxb2 27. Rab1 27... Be5 28. Ng3 28... Bxg3 29. Qxg3 29... b5 30. f3 30... Nh5 31. Qg4 31... Qd6 32. Kf2 32... Qc5+ 33. Ke2 33... Qc4+ 34. Kd2 34... Qxg4 35. fxg4 35... Nf6 36. g5 36... Ne4+ 37. Kd3 37... Nxg5 38. a4,37
Rated Bullet game,https://lichess.org/evE0E80H,2025.07.01,-,Tesla-warp,bishop9j,0-1,2025.07.01,00:00:08,1519,1488,-7,+7,A42,Modern Defense: Kotov Variation,60+0,Time forfeit,1. d4 1... d6 2. c4 2... g6 3. Nc3 3... Bg7 4. e4 4... Nc6 5. Be3 5... Nf6 6. Nge2 6... O-O 7. f3 7... Bd7 8. Ng3 8... e5 9. d5 9... Ne7 10. Bd3 10... a6 11. Nge2 11... b5 12. c5 12... Re8 13. O-O 13... c6 14. cxd6 14... Nc8 15. dxc6 15... Bxc6 16. Bc5 16... Nxd6 17. Bxd6 17... Qxd6 18. Bc2 18... Qxd1 19. Raxd1 19... Rad8 20. Rxd8 20... Rxd8 21. Rd1 21... Rxd1+ 22. Bxd1 22... Nd7 23. Bb3 23... Nc5 24. Bc2 24... f6,24
Rated Bullet game,https://lichess.org/yCzDc6eX,2025.07.01,-,Zodify,Sadullah28,1-0,2025.07.01,00:00:08,1759,1774,+6,-6,C00,French Defense: Normal Variation,60+0,Time forfeit,1. e4 1... e6 2. d4 2... h6 3. Nf3 3... g5 4. Nc3 4... Bg7 5. e5 5... a6 6. Nd2 6... b5 7. Nb3 7... Bb7 8. a4 8... b4 9. Nc5 9... Bc6 10. N3e4 10... a5 11. c3 11... f6 12. c4 12... fxe5 13. d5 13... exd5 14. cxd5 14... Nf6 15. Nxf6+ 15... Qxf6 16. dxc6 16... Qxc6 17. Be3,16
Rated Bullet game,https://lichess.org/apbxDwvK,2025.07.01,-,kamol2020,Lsthr7,1-0,2025.07.01,00:00:08,1741,1751,+6,-23,B06,Modern Defense,60+0,Normal,1. e4 1... g6 2. Nf3 2... Bg7 3. d4 3... e6 4. e5 4... Ne7 5. Be2 5... d6 6. h3 6... dxe5 7. Bg5 7... h6 8. Bxe7 8... Qxe7 9. Nxe5 9... Bxe5 10. dxe5 10... Nc6 11. Nd2 11... Bd7 12. Nf3 12... O-O-O 13. Bd3 13... f6 14. Qe2 14... f5 15. O-O-O 15... Qb4 16. Kb1 16... Nd4 17. Nxd4 17... Qxd4 18. Bxf5 18... Qb6 19. Bxg6 19... Rhf8 20. f3 20... Rf6 21. exf6 21... Rf8 22. f7 22... a6 23. h4 23... Bb5 24. Qe4 24... Bc6 25. Qxe6+ 25... Kb8 26. Qe7 26... Ka7 27. Qxf8 27... Bd5 28. Rxd5 28... Qf2 29. Rhd1 29... Qxg2 30. Qc5+ 30... b6 31. f8=Q 31... bxc5 32. Qxc5+ 32... Kb7 33. Rd7 33... Qxg6 34. Qxc7+ 34... Ka8 35. Qb7#,34
Rated Bullet game,https://lichess.org/DMV6OhIA,2025.07.01,-,HarryMerry,carlosh99,1-0,2025.07.01,00:00:08,2455,2521,+7,-7,D11,"Slav Defense: Quiet Variation, Pin Defense",60+0,Time forfeit,1. c4 1... Nf6 2. d4 2... c6 3. e3 3... d5 4. Nf3 4... Bg4 5. cxd5 5... cxd5 6. Nc3 6... Nc6 7. Qb3 7... Bc8 8. Bb5 8... a6 9. Bxc6+ 9... bxc6 10. Ne5 10... Qc7 11. Bd2 11... e6 12. Rc1 12... Bd6 13. f4 13... O-O 14. Na4 14... Bd7 15. Nc5 15... Bxc5 16. Rxc5 16... Ne4 17. Bb4 17... Nxc5 18. Bxc5 18... Rfb8 19. Qa3 19... Rb5 20. O-O 20... Be8 21. Rc1 21... Qb7 22. b3 22... f6 23. Nd3 23... a5 24. Bd6 24... a4 25. Nc5 25... Qa7 26. Nxa4 26... Ra5 27. Bc5 27... Qa6 28. Qb4 28... Rb5 29. Qd2 29... h6 30. Qf2 30... Qa5 31. f5 31... exf5 32. Qxf5 32... Qd8 33. Qe6+ 33... Bf7 34. Qxc6 34... Qe8 35. Qxe8+ 35... Rxe8 36. Nb6 36... Rxe3 37. Na4 37... Re2 38. Nc3 38... Rxc5 39. dxc5 39... Rb2 40. c6 40... d4 41. c7,40
Rated Bullet game,https://lichess.org/6UFcgycr,2025.07.01,-,britovsky,Ciechowski,1-0,2025.07.01,00:00:08,1011,934,+4,-4,A00,Mieses Opening,60+0,Normal,1. d3 1... d6 2. e3 2... e6 3. Nf3 3... d5 4. Be2 4... Bd6 5. O-O 5... Qe7 6. a3 6... Nh6 7. Nbd2 7... Qf6 8. g3 8... Ng4 9. Nh4 9... Nh6 10. e4 10... dxe4 11. Nxe4 11... Qd4 12. Bxh6 12... gxh6 13. Nxd6+ 13... Qxd6 14. c4 14... Nc6 15. b4 15... Nd4 16. Bh5 16... Ke7 17. Qd2 17... Nb3 18. Qxh6 18... Nxa1 19. Rxa1 19... e5 20. Qg5+ 20... f6 21. Qg7+ 21... Ke6 22. Qf7#,21
Rated Bullet game,https://lichess.org/7pOSCDYR,2025.07.01,-,Chomuszka,pashpash,1-0,2025.07.01,00:00:08,2665,2832,+8,-8,E70,King's Indian Defense: Normal Variation,60+0,Time forfeit,1. d4 1... Nf6 2. c4 2... g6 3. Nc3 3... Bg7 4. e4 4... O-O 5. Nf3 5... d6 6. h3 6... Na6 7. Bg5 7... e5 8. d5 8... h6 9. Be3 9... Nc5 10. Nd2 10... a5 11. Be2 11... Nh7 12. g4 12... Kh8 13. Rg1 13... f5 14. exf5 14... gxf5 15. Qc2 15... b6 16. O-O-O 16... Bd7 17. f3 17... a4 18. h4 18... Qxh4 19. Rh1 19... Qf6 20. gxf5 20... Bxf5 21. Nde4 21... Nxe4 22. Nxe4 22... Bxe4 23. fxe4 23... a3 24. b4 24... Ng5 25. Bg4 25... Rf7 26. Bf5 26... Raf8 27. Rdg1 27... Nh7 28. Rg6 28... Qe7 29. Bxh6 29... Bxh6+ 30. Rgxh6 30... Qg5+ 31. Kb1 31... Rxf5 32. Rxh7+ 32... Kg8 33. exf5 33... Rxf5 34. Rh8+ 34... Kg7 35. R8h7+ 35... Kg8 36. R7h2 36... Qf6 37. Rg2+ 37... Kf7 38. Rgg1 38... Ke8 39. Rg8+ 39... Ke7 40. Rgg1 40... Qf7 41. Rc1 41... Rf6 42. Rhd1 42... Kd7 43. Qa4+ 43... Ke7 44. Qc6 44... Rf5 45. Qxc7+ 45... Kf8 46. Qxf7+ 46... Kxf7 47. c5 47... Rf4 48. cxd6 48... Ke8 49. Rf1 49... Kd7 50. Rxf4 50... Kxd6 51. b5 51... Kxd5 52. Rc6 52... exf4 53. Rxb6 53... f3 54. Ra6 54... Ke4 55. Rf6 55... Ke3 56. Rxf3+,55
